tweet_id,timestamp,sources,text,rating_numerator,rating_denominator,name,dogs_stages,year,month,day,jpg_url,dog_type,confidence_level ,created_at,id_str,retweet_count,favorite_count,lang
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10.0,Bruno,None,2017,7,25,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,2017-07-25 16:11:53+00:00,8.898808964798669e+17,4132.0,24441.0,en
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10.0,None,puppo,2017,7,25,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,2017-07-25 01:55:32+00:00,8.896653883336827e+17,8289.0,41817.0,en
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10.0,Ted,None,2017,7,25,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,2017-07-25 00:10:02+00:00,8.896388375799071e+17,3694.0,23528.0,en
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10.0,Stuart,puppo,2017,7,24,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2017-07-24 17:02:04+00:00,8.895311353442099e+17,1873.0,13294.0,en
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10.0,Oliver,None,2017,7,24,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,2017-07-24 00:19:32+00:00,8.892788419816858e+17,4412.0,22000.0,en
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10.0,Jim,None,2017,7,23,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,2017-07-23 00:22:39+00:00,8.889172381238313e+17,3738.0,25498.0,en
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10.0,Zeke,None,2017,7,22,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,2017-07-22 16:56:37+00:00,8.888049891996713e+17,3507.0,22357.0,en
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10.0,Ralphus,None,2017,7,22,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,2017-07-22 00:23:06+00:00,8.885549627242783e+17,2858.0,17229.0,en
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10.0,Gerald,None,2017,7,20,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,2017-07-20 16:49:33+00:00,8.880784344585871e+17,2881.0,19076.0,en
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10.0,Jeffrey,None,2017,7,19,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,2017-07-19 16:06:48+00:00,8.877052893818266e+17,4512.0,26486.0,en
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10.0,such,None,2017,7,19,,,,2017-07-19 03:39:09+00:00,8.875171391580938e+17,9796.0,40533.0,en
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10.0,Canela,None,2017,7,19,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,2017-07-19 00:47:34+00:00,8.874739571039519e+17,14935.0,59895.0,en
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10.0,None,None,2017,7,18,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,2017-07-18 16:08:03+00:00,8.873432170453688e+17,8762.0,29422.0,en
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10.0,None,None,2017,7,18,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,2017-07-18 00:07:08+00:00,8.871013928040858e+17,4964.0,26864.0,en
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10.0,Maya,None,2017,7,17,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,2017-07-17 16:17:36+00:00,8.869832335225446e+17,6275.0,30191.0,en
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10.0,Mingus,None,2017,7,16,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,2017-07-16 23:58:41+00:00,8.867368805193196e+17,2609.0,10447.0,en
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10.0,Derek,None,2017,7,16,,,,2017-07-16 20:14:00+00:00,8.866803364779336e+17,3713.0,19637.0,en
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10.0,Roscoe,None,2017,7,15,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,2017-07-15 23:25:31+00:00,8.863661447344456e+17,2611.0,18450.0,en
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10.0,Waffles,None,2017,7,15,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,2017-07-15 16:17:19+00:00,8.862583841518879e+17,5242.0,24410.0,en
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10.0,Jimbo,None,2017,7,14,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,2017-07-14 22:10:11+00:00,8.859848000199475e+17,5583.0,28462.0,en
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10.0,Maisey,None,2017,7,13,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,2017-07-13 15:58:47+00:00,8.855289432054702e+17,5301.0,31436.0,en
885518971528720385,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10.0,None,None,2017,7,13,,,,2017-07-13 15:19:09+00:00,8.855189715287204e+17,3094.0,17923.0,en
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10.0,None,None,2017,7,12,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,2017-07-12 16:03:00+00:00,8.851676198836388e+17,3647.0,19157.0,en
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10.0,Earl,None,2017,7,12,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,2017-07-12 00:01:00+00:00,8.849255217417093e+17,14923.0,66910.0,en
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10.0,Lola,None,2017,7,11,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,2017-07-11 20:47:12+00:00,8.848767533904896e+17,4631.0,24275.0,en
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10.0,Kevin,None,2017,7,11,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,2017-07-11 00:00:02+00:00,8.845628921456886e+17,3891.0,21209.0,en
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10.0,None,None,2017,7,10,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,2017-07-10 15:58:53+00:00,8.844418053827174e+17,4771.0,23767.0,en
884247878851493888,2017-07-10 03:08:17+00:00,,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10.0,None,None,2017,7,10,,,,,,,,
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10.0,Yogi,None,2017,7,9,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,2017-07-09 21:29:42+00:00,8.841626705843773e+17,2491.0,17860.0,en
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10.0,Noah,None,2017,7,9,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,2017-07-09 00:00:04+00:00,8.838381229366313e+17,2847.0,19061.0,en
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10.0,Bella,None,2017,7,8,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,2017-07-08 00:28:19+00:00,8.834828469330043e+17,8207.0,40008.0,en
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10.0,Grizzwald,None,2017,7,7,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,2017-07-07 16:22:55+00:00,8.833606908992184e+17,3060.0,19845.0,en
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10.0,None,None,2017,7,7,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,2017-07-07 00:17:54+00:00,8.831178360460861e+17,5505.0,32327.0,en
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10.0,Rusty,None,2017,7,6,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.4667779999999999,2017-07-06 15:58:11+00:00,8.829920803642204e+17,3225.0,20867.0,en
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10.0,Gus,None,2017,7,6,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,2017-07-06 00:46:41+00:00,8.827626945117348e+17,4073.0,24656.0,en
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10.0,Stanley,None,2017,7,5,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,2017-07-05 15:48:34+00:00,8.826272703216026e+17,5034.0,24499.0,en
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10.0,Alfy,None,2017,7,4,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,2017-07-04 16:01:23+00:00,8.822681101993697e+17,9567.0,38982.0,en
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10.0,Koko,None,2017,7,4,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,2017-07-04 01:18:17+00:00,8.820458700359188e+17,4060.0,25593.0,en
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10.0,Rey,None,2017,7,3,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,2017-07-03 16:04:48+00:00,8.81906580714922e+17,2836.0,21347.0,en
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10.0,Gary,None,2017,7,3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,2017-07-03 00:11:11+00:00,8.816665953445356e+17,8900.0,44303.0,en
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10.0,a,None,2017,7,2,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,2017-07-02 15:32:16+00:00,8.815360043808727e+17,13328.0,43227.0,en
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10.0,Elliot,None,2017,7,1,,,,2017-07-01 21:49:04+00:00,8.812684441964626e+17,4475.0,20406.0,en
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10.0,Louis,None,2017,6,30,,,,2017-06-30 23:47:07+00:00,8.809357628999885e+17,2324.0,14975.0,en
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10.0,None,None,2017,6,30,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,2017-06-30 19:35:32+00:00,8.808724488157716e+17,3190.0,18622.0,en
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10.0,Bella,None,2017,6,29,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,2017-06-29 16:39:47+00:00,8.804658323668132e+17,5181.0,24889.0,en
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10.0,Jesse,None,2017,6,29,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,2017-06-29 00:27:25+00:00,8.80221127280382e+17,3442.0,23548.0,en
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10.0,None,None,2017,6,28,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,2017-06-28 16:09:20+00:00,8.800957828708966e+17,3633.0,24205.0,en
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10.0,Romeo,None,2017,6,28,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,2017-06-28 00:42:13+00:00,8.798624647159276e+17,2910.0,19613.0,en
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10.0,Bailey,None,2017,6,27,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,2017-06-27 00:10:17+00:00,8.794920405176156e+17,2617.0,20608.0,en
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10.0,Duddles,None,2017,6,26,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,2017-06-26 19:07:24+00:00,8.794158184251843e+17,37194.0,92363.0,en
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10.0,Jack,None,2017,6,26,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961,2017-06-26 16:31:08+00:00,8.793764925678551e+17,2631.0,14777.0,en
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10.0,Steven,None,2017,6,25,,,,2017-06-25 18:56:45+00:00,8.790507492626555e+17,3929.0,19719.0,en
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10.0,Beau,None,2017,6,25,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2017-06-25 16:07:47+00:00,8.790082295310295e+17,2229.0,16696.0,en
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10.0,Snoopy,puppo,2017,6,25,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,2017-06-25 00:45:22+00:00,8.787760934230876e+17,3413.0,17065.0,en
878604707211726852,2017-06-24 13:24:20+00:00,,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10.0,None,None,2017,6,24,,,,,,,,
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10.0,Shadow,None,2017,6,23,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,2017-06-23 16:00:04+00:00,8.782815110064783e+17,1068.0,6744.0,en
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10.0,Emmy,None,2017,6,23,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,2017-06-23 01:10:23+00:00,8.780576130401157e+17,5702.0,36962.0,en
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10.0,Aja,None,2017,6,22,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,2017-06-22 03:54:17+00:00,8.777364723291914e+17,15705.0,68944.0,en
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10.0,Penny,None,2017,6,21,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,2017-06-21 15:58:08+00:00,8.775562467312148e+17,3148.0,19805.0,en
